No;id;year;treated;age;educ;black;married;nodegree;dwincl;re74;hisp;early_ra;sample;experimental;re
77;39;1975;NA;48;6;0;1;1;NA;21553.89453;1;NA;2;0;19980
78;39;1978;NA;48;6;0;1;1;NA;21553.89453;1;NA;2;0;2813.591309
79;40;1975;NA;47;12;0;1;0;NA;0;0;NA;2;0;5976.09668
80;40;1978;NA;47;12;0;1;0;NA;0;0;NA;2;0;4523.320801
81;41;1975;NA;47;12;0;1;0;NA;19716.10156;0;NA;2;0;25243.54883
82;41;1978;NA;47;12;0;1;0;NA;19716.10156;0;NA;2;0;0
83;42;1975;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
84;42;1978;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
85;43;1975;NA;43;12;0;1;0;NA;23967.71094;0;NA;2;0;19331.90234
86;43;1978;NA;43;12;0;1;0;NA;23967.71094;0;NA;2;0;25564.66992
87;44;1975;NA;53;16;0;1;0;NA;22143.63281;0;NA;2;0;21457.01563
88;44;1978;NA;53;16;0;1;0;NA;22143.63281;0;NA;2;0;21929.46289
89;45;1975;NA;50;11;0;1;1;NA;24823.91016;0;NA;2;0;20504.56445
90;45;1978;NA;50;11;0;1;1;NA;24823.91016;0;NA;2;0;0
91;46;1975;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;0
92;46;1978;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;16463.35156
93;47;1975;NA;53;10;0;1;1;NA;0;0;NA;2;0;0
94;47;1978;NA;53;10;0;1;1;NA;0;0;NA;2;0;0
95;48;1975;NA;50;12;0;1;0;NA;14379.05859;0;NA;2;0;11663.95117
96;48;1978;NA;50;12;0;1;0;NA;14379.05859;0;NA;2;0;8134.884766
97;49;1975;NA;46;16;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
98;49;1978;NA;46;16;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
99;50;1975;NA;46;16;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
100;50;1978;NA;46;16;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
101;51;1975;NA;42;12;0;1;0;NA;0;0;NA;2;0;3931.54834
102;51;1978;NA;42;12;0;1;0;NA;0;0;NA;2;0;14518.66406
103;52;1975;NA;46;12;0;1;0;NA;20354.82227;0;NA;2;0;24445.06445
104;52;1978;NA;46;12;0;1;0;NA;20354.82227;0;NA;2;0;25564.66992
105;53;1975;NA;55;18;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
106;53;1978;NA;55;18;0;1;0;NA;25862.32227;0;NA;2;0;25304.58984
107;54;1975;NA;55;18;0;1;0;NA;25862.32227;0;NA;2;0;23632.25781
108;54;1978;NA;55;18;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
109;55;1975;NA;46;8;0;1;1;NA;22778.43555;0;NA;2;0;25243.54883
110;55;1978;NA;46;8;0;1;1;NA;22778.43555;0;NA;2;0;25564.66992
111;56;1975;NA;55;14;0;1;0;NA;0;0;NA;2;0;0
112;56;1978;NA;55;14;0;1;0;NA;0;0;NA;2;0;0
113;57;1975;NA;55;14;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
114;57;1978;NA;55;14;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
115;58;1975;NA;55;14;0;1;0;NA;13714.86719;0;NA;2;0;23274.19336
116;58;1978;NA;55;14;0;1;0;NA;13714.86719;0;NA;2;0;19321.27539
117;59;1975;NA;55;14;0;1;0;NA;8393.499023;0;NA;2;0;19036.5
118;59;1978;NA;55;14;0;1;0;NA;8393.499023;0;NA;2;0;10639.63086
119;60;1975;NA;49;18;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
120;60;1978;NA;49;18;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
121;61;1975;NA;55;13;0;1;0;NA;13738.37891;0;NA;2;0;13024.59668
122;61;1978;NA;55;13;0;1;0;NA;13738.37891;0;NA;2;0;5989.225586
123;62;1975;NA;55;12;0;1;0;NA;23334.86719;0;NA;2;0;23612.56445
124;62;1978;NA;55;12;0;1;0;NA;23334.86719;0;NA;2;0;24834.67188
125;63;1975;NA;55;12;0;1;0;NA;25627.20898;0;NA;2;0;17298.09766
126;63;1978;NA;55;12;0;1;0;NA;25627.20898;0;NA;2;0;25564.66992
127;64;1975;NA;55;12;0;1;0;NA;23262.375;0;NA;2;0;23401.30664
128;64;1978;NA;55;12;0;1;0;NA;23262.375;0;NA;2;0;0
129;65;1975;NA;49;15;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
130;65;1978;NA;49;15;0;1;0;NA;25862.32227;0;NA;2;0;9238.746094
131;66;1975;NA;52;16;0;1;0;NA;8961.686523;0;NA;2;0;22427.37109
132;66;1978;NA;52;16;0;1;0;NA;8961.686523;0;NA;2;0;24310.08008
133;67;1975;NA;49;13;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
134;67;1978;NA;49;13;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
135;68;1975;NA;52;15;0;1;0;NA;0;0;NA;2;0;0
136;68;1978;NA;52;15;0;1;0;NA;0;0;NA;2;0;0
137;69;1975;NA;49;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
138;69;1978;NA;49;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
139;70;1975;NA;49;12;0;1;0;NA;0;0;NA;2;0;0
140;70;1978;NA;49;12;0;1;0;NA;0;0;NA;2;0;0
141;71;1975;NA;52;14;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
142;71;1978;NA;52;14;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
143;72;1975;NA;52;13;0;1;0;NA;25470.46875;0;NA;2;0;25241.75781
144;72;1978;NA;52;13;0;1;0;NA;25470.46875;0;NA;2;0;23429.35547
145;73;1975;NA;52;12;0;1;0;NA;16432.37109;0;NA;2;0;19664.90234
146;73;1978;NA;52;12;0;1;0;NA;16432.37109;0;NA;2;0;21861.48633
147;74;1975;NA;45;14;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
148;74;1978;NA;45;14;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
149;75;1975;NA;49;3;0;1;1;NA;5327.246582;1;NA;2;0;8240.854492
150;75;1978;NA;49;3;0;1;1;NA;5327.246582;1;NA;2;0;13042.41504
151;76;1975;NA;40;13;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
152;76;1978;NA;40;13;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
153;77;1975;NA;48;18;0;1;0;NA;9651.348633;0;NA;2;0;784.1613159
154;77;1978;NA;48;18;0;1;0;NA;9651.348633;0;NA;2;0;17348.50977
155;78;1975;NA;48;18;0;1;0;NA;25862.32227;0;NA;2;0;25241.75781
156;78;1978;NA;48;18;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
157;79;1975;NA;54;18;0;1;0;NA;19412.41602;0;NA;2;0;18189.67773
158;79;1978;NA;54;18;0;1;0;NA;19412.41602;0;NA;2;0;16716.04297
159;80;1975;NA;48;16;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
160;80;1978;NA;48;16;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
161;81;1975;NA;54;16;0;1;0;NA;11069.85742;0;NA;2;0;10741.93555
162;81;1978;NA;54;16;0;1;0;NA;11069.85742;0;NA;2;0;0
163;82;1975;NA;48;13;0;1;0;NA;0;0;NA;2;0;0
164;82;1978;NA;48;13;0;1;0;NA;0;0;NA;2;0;0
165;83;1975;NA;51;18;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
166;83;1978;NA;51;18;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
167;84;1975;NA;51;18;0;1;0;NA;8889.193359;0;NA;2;0;24437.90234
168;84;1978;NA;51;18;0;1;0;NA;8889.193359;0;NA;2;0;11489.32422
169;85;1975;NA;48;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
170;85;1978;NA;48;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
171;86;1975;NA;48;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
172;86;1978;NA;48;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
173;87;1975;NA;51;16;0;1;0;NA;0;0;NA;2;0;0
174;87;1978;NA;51;16;0;1;0;NA;0;0;NA;2;0;0
175;88;1975;NA;54;12;0;1;0;NA;19919.86523;0;NA;2;0;19374.87109
176;88;1978;NA;54;12;0;1;0;NA;19919.86523;0;NA;2;0;20312.83008
177;89;1975;NA;54;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
178;89;1978;NA;54;12;0;1;0;NA;25862.32227;0;NA;2;0;23244.63867
179;90;1975;NA;54;12;0;1;0;NA;12678.41504;0;NA;2;0;12478.54883
180;90;1978;NA;54;12;0;1;0;NA;12678.41504;0;NA;2;0;15923.98145
181;91;1975;NA;54;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
182;91;1978;NA;54;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
183;92;1975;NA;51;15;0;1;0;NA;12788.13477;0;NA;2;0;12992.37109
184;92;1978;NA;51;15;0;1;0;NA;12788.13477;0;NA;2;0;7415.231934
185;93;1975;NA;51;14;0;1;0;NA;22345.4375;0;NA;2;0;25243.54883
186;93;1978;NA;51;14;0;1;0;NA;22345.4375;0;NA;2;0;24245.06055
187;94;1975;NA;44;12;0;1;0;NA;25862.32227;0;NA;2;0;25055.56445
188;94;1978;NA;44;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
189;95;1975;NA;51;12;0;1;0;NA;21236.49219;0;NA;2;0;17949.77344
190;95;1978;NA;51;12;0;1;0;NA;21236.49219;0;NA;2;0;22204.32031
191;96;1975;NA;51;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
192;96;1978;NA;51;12;0;1;0;NA;25862.32227;0;NA;2;0;215.7480774
193;97;1975;NA;51;8;0;1;1;NA;20221.5918;0;NA;2;0;14548.16113
194;97;1978;NA;51;8;0;1;1;NA;20221.5918;0;NA;2;0;6921.671387
195;98;1975;NA;51;8;0;1;1;NA;9847.275391;0;NA;2;0;10756.25781
196;98;1978;NA;51;8;0;1;1;NA;9847.275391;0;NA;2;0;10635.19824
197;99;1975;NA;51;3;0;1;1;NA;13246.60254;1;NA;2;0;11964.72559
198;99;1978;NA;51;3;0;1;1;NA;13246.60254;1;NA;2;0;12605.00781
199;100;1975;NA;43;16;0;1;0;NA;17182.76953;0;NA;2;0;22568.80664
200;100;1978;NA;43;16;0;1;0;NA;17182.76953;0;NA;2;0;19968.51953
201;101;1975;NA;43;15;0;1;0;NA;2121.885986;0;NA;2;0;3260.17749
202;101;1978;NA;43;15;0;1;0;NA;2121.885986;0;NA;2;0;0
203;102;1975;NA;47;14;0;1;0;NA;19714.14258;0;NA;2;0;18368.70898
204;102;1978;NA;47;14;0;1;0;NA;19714.14258;0;NA;2;0;4317.916992
205;103;1975;NA;38;12;0;1;0;NA;17312.08203;0;NA;2;0;15957.14551
206;103;1978;NA;38;12;0;1;0;NA;17312.08203;0;NA;2;0;0
207;104;1975;NA;47;13;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
208;104;1978;NA;47;13;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
209;105;1975;NA;47;12;0;1;0;NA;19177.30273;0;NA;2;0;18280.98438
210;105;1978;NA;47;12;0;1;0;NA;19177.30273;0;NA;2;0;15740.74316
211;106;1975;NA;47;12;0;1;0;NA;8052.586426;0;NA;2;0;7533.677246
212;106;1978;NA;47;12;0;1;0;NA;8052.586426;0;NA;2;0;0
213;107;1975;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
214;107;1978;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;9500.303711
215;108;1975;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
216;108;1978;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
217;109;1975;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
218;109;1978;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
219;110;1975;NA;47;12;0;1;0;NA;0;0;NA;2;0;0
220;110;1978;NA;47;12;0;1;0;NA;0;0;NA;2;0;0
221;111;1975;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;23293.88672
222;111;1978;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;0
223;112;1975;NA;47;12;0;1;0;NA;18871.6582;0;NA;2;0;18366.91992
224;112;1978;NA;47;12;0;1;0;NA;18871.6582;0;NA;2;0;19785.28125
225;113;1975;NA;47;12;0;1;0;NA;16218.81055;0;NA;2;0;11583.38672
226;113;1978;NA;47;12;0;1;0;NA;16218.81055;0;NA;2;0;20578.82031
227;114;1975;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;20522.4668
228;114;1978;NA;47;12;0;1;0;NA;25862.32227;0;NA;2;0;24505.14063
229;115;1975;NA;46;10;1;1;1;NA;17741.16016;0;NA;2;0;17136.9668
230;115;1978;NA;46;10;1;1;1;NA;17741.16016;0;NA;2;0;21438.85742
231;116;1975;NA;43;12;0;1;0;NA;25862.32227;0;NA;2;0;0
232;116;1978;NA;43;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
233;117;1975;NA;43;12;0;1;0;NA;18334.81836;0;NA;2;0;18692.75781
234;117;1978;NA;43;12;0;1;0;NA;18334.81836;0;NA;2;0;20100.03711
235;118;1975;NA;43;12;0;1;0;NA;16303.05859;0;NA;2;0;14752.25781
236;118;1978;NA;43;12;0;1;0;NA;16303.05859;0;NA;2;0;11965.15234
237;119;1975;NA;50;18;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
238;119;1978;NA;50;18;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
239;120;1975;NA;50;18;0;1;0;NA;23611.125;0;NA;2;0;23376.24219
240;120;1978;NA;50;18;0;1;0;NA;23611.125;0;NA;2;0;23315.57031
241;121;1975;NA;47;6;0;1;1;NA;0;0;NA;2;0;0
242;121;1978;NA;47;6;0;1;1;NA;0;0;NA;2;0;0
243;122;1975;NA;53;16;0;1;0;NA;3869.552002;0;NA;2;0;9345.483398
244;122;1978;NA;53;16;0;1;0;NA;3869.552002;0;NA;2;0;15294.46973
245;123;1975;NA;50;16;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
246;123;1978;NA;50;16;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
247;124;1975;NA;50;16;0;1;0;NA;0;0;NA;2;0;0
248;124;1978;NA;50;16;0;1;0;NA;0;0;NA;2;0;0
249;125;1975;NA;53;15;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
250;125;1978;NA;53;15;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
251;126;1975;NA;18;12;0;0;0;NA;0;0;NA;2;0;3485.758057
252;126;1978;NA;18;12;0;0;0;NA;0;0;NA;2;0;5980.359375
253;127;1975;NA;18;12;0;0;0;NA;0;0;NA;2;0;0
254;127;1978;NA;18;12;0;0;0;NA;0;0;NA;2;0;15024.0459
255;128;1975;NA;53;14;0;1;0;NA;20985.70703;0;NA;2;0;20289.72656
256;128;1978;NA;53;14;0;1;0;NA;20985.70703;0;NA;2;0;20692.60547
257;129;1975;NA;53;13;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
258;129;1978;NA;53;13;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
259;130;1975;NA;50;11;0;1;1;NA;21367.76367;0;NA;2;0;20950.35547
260;130;1978;NA;50;11;0;1;1;NA;21367.76367;0;NA;2;0;23577.12695
261;131;1975;NA;53;12;0;1;0;NA;25738.88867;0;NA;2;0;24742.25781
262;131;1978;NA;53;12;0;1;0;NA;25738.88867;0;NA;2;0;25564.66992
263;132;1975;NA;53;12;0;1;0;NA;9761.067383;0;NA;2;0;13393.40332
264;132;1978;NA;53;12;0;1;0;NA;9761.067383;0;NA;2;0;2936.242676
265;133;1975;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
266;133;1978;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
267;134;1975;NA;53;12;0;1;0;NA;18544.46094;0;NA;2;0;11631.72559
268;134;1978;NA;53;12;0;1;0;NA;18544.46094;0;NA;2;0;0
269;135;1975;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
270;135;1978;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
271;136;1975;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
272;136;1978;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
273;137;1975;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
274;137;1978;NA;53;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
275;138;1975;NA;48;13;0;0;0;NA;256.6639404;0;NA;2;0;0
276;138;1978;NA;48;13;0;0;0;NA;256.6639404;0;NA;2;0;6562.583496
277;139;1975;NA;50;12;0;1;0;NA;2901.674072;0;NA;2;0;1962.193604
278;139;1978;NA;50;12;0;1;0;NA;2901.674072;0;NA;2;0;118.2181244
279;140;1975;NA;50;12;0;1;0;NA;15221.54395;0;NA;2;0;15776.32227
280;140;1978;NA;50;12;0;1;0;NA;15221.54395;0;NA;2;0;15829.40723
281;141;1975;NA;50;12;0;1;0;NA;21162.04102;0;NA;2;0;21485.66211
282;141;1978;NA;50;12;0;1;0;NA;21162.04102;0;NA;2;0;21698.9375
283;142;1975;NA;50;12;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
284;142;1978;NA;50;12;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
285;143;1975;NA;50;12;0;1;0;NA;25862.32227;0;NA;2;0;24090.58008
286;143;1978;NA;50;12;0;1;0;NA;25862.32227;0;NA;2;0;0
287;144;1975;NA;50;12;0;1;0;NA;16540.13086;0;NA;2;0;13019.22559
288;144;1978;NA;50;12;0;1;0;NA;16540.13086;0;NA;2;0;13869.94141
289;145;1975;NA;50;12;0;1;0;NA;22098.57031;0;NA;2;0;22830.19336
290;145;1978;NA;50;12;0;1;0;NA;22098.57031;0;NA;2;0;16407.19727
291;146;1975;NA;53;9;0;1;1;NA;20838.76172;0;NA;2;0;20989.74219
292;146;1978;NA;53;9;0;1;1;NA;20838.76172;0;NA;2;0;21192.07617
293;147;1975;NA;54;12;0;0;0;NA;0;0;NA;2;0;0
294;147;1978;NA;54;12;0;0;0;NA;0;0;NA;2;0;0
295;148;1975;NA;42;18;0;1;0;NA;25439.12109;0;NA;2;0;23275.98438
296;148;1978;NA;42;18;0;1;0;NA;25439.12109;0;NA;2;0;25564.66992
297;149;1975;NA;42;16;0;1;0;NA;25862.32227;0;NA;2;0;24321.5332
298;149;1978;NA;42;16;0;1;0;NA;25862.32227;0;NA;2;0;195.059906
299;150;1975;NA;46;17;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
300;150;1978;NA;46;17;0;1;0;NA;25862.32227;0;NA;2;0;11245.49902
301;151;1975;NA;46;16;0;1;0;NA;0;0;NA;2;0;0
302;151;1978;NA;46;16;0;1;0;NA;0;0;NA;2;0;0
303;152;1975;NA;42;10;0;1;1;NA;25862.32227;0;NA;2;0;25243.54883
304;152;1978;NA;42;10;0;1;1;NA;25862.32227;0;NA;2;0;14155.14258
305;153;1975;NA;46;15;0;1;0;NA;10125.49121;0;NA;2;0;11572.64551
306;153;1978;NA;46;15;0;1;0;NA;10125.49121;0;NA;2;0;7131.508301
307;154;1975;NA;46;14;0;1;0;NA;25862.32227;0;NA;2;0;13445.32227
308;154;1978;NA;46;14;0;1;0;NA;25862.32227;0;NA;2;0;0
309;155;1975;NA;46;14;0;1;0;NA;19384.98633;0;NA;2;0;16680.43555
310;155;1978;NA;46;14;0;1;0;NA;19384.98633;0;NA;2;0;19089.27148
311;156;1975;NA;42;8;0;1;1;NA;20766.26953;0;NA;2;0;21845.51563
312;156;1978;NA;42;8;0;1;1;NA;20766.26953;0;NA;2;0;24078.07617
313;157;1975;NA;46;12;0;1;0;NA;16475.47461;0;NA;2;0;16497.82227
314;157;1978;NA;46;12;0;1;0;NA;16475.47461;0;NA;2;0;19294.67578
315;158;1975;NA;55;18;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
316;158;1978;NA;55;18;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
317;159;1975;NA;55;16;0;1;0;NA;25862.32227;0;NA;2;0;25243.54883
318;159;1978;NA;55;16;0;1;0;NA;25862.32227;0;NA;2;0;25564.66992
319;160;1975;NA;46;6;0;1;1;NA;21164;0;NA;2;0;17885.32227
320;160;1978;NA;46;6;0;1;1;NA;21164;0;NA;2;0;25564.66992
321;161;1975;NA;55;15;0;1;0;NA;22319.9668;0;NA;2;0;25243.54883
322;161;1978;NA;55;15;0;1;0;NA;22319.9668;0;NA;2;0;25564.66992
323;162;1975;NA;55;15;0;1;0;NA;24608.39063;0;NA;2;0;25243.54883
